"Notes"	"Residence Census Region"	"Residence Census Region Code"	"MMWR Week"	"MMWR Week Code"	Deaths	Population	Crude Rate
	"Census Region 4: West"	"CENS-R4"	"2018 Week 12 ending March 24, 2018"	"2018/12"	11492	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2018 Week 13 ending March 31, 2018"	"2018/13"	11088	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2018 Week 14 ending April 07, 2018"	"2018/14"	11278	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2018 Week 15 ending April 14, 2018"	"2018/15"	11035	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2018 Week 16 ending April 21, 2018"	"2018/16"	10643	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2018 Week 17 ending April 28, 2018"	"2018/17"	10809	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2018 Week 18 ending May 05, 2018"	"2018/18"	10499	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2018 Week 19 ending May 12, 2018"	"2018/19"	10521	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2018 Week 20 ending May 19, 2018"	"2018/20"	10010	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2018 Week 21 ending May 26, 2018"	"2018/21"	10123	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2018 Week 22 ending June 02, 2018"	"2018/22"	10292	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2018 Week 23 ending June 09, 2018"	"2018/23"	10560	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2018 Week 24 ending June 16, 2018"	"2018/24"	10425	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2018 Week 25 ending June 23, 2018"	"2018/25"	10369	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2018 Week 26 ending June 30, 2018"	"2018/26"	10136	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2018 Week 27 ending July 07, 2018"	"2018/27"	10354	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2018 Week 28 ending July 14, 2018"	"2018/28"	10442	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2018 Week 29 ending July 21, 2018"	"2018/29"	10102	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2018 Week 30 ending July 28, 2018"	"2018/30"	10109	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2018 Week 31 ending August 04, 2018"	"2018/31"	10092	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2018 Week 32 ending August 11, 2018"	"2018/32"	10195	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2018 Week 33 ending August 18, 2018"	"2018/33"	10148	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2018 Week 34 ending August 25, 2018"	"2018/34"	10055	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2018 Week 35 ending September 01, 2018"	"2018/35"	10054	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2018 Week 36 ending September 08, 2018"	"2018/36"	10010	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2018 Week 37 ending September 15, 2018"	"2018/37"	10061	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2018 Week 38 ending September 22, 2018"	"2018/38"	10262	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2018 Week 39 ending September 29, 2018"	"2018/39"	10069	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2018 Week 40 ending October 06, 2018"	"2018/40"	10159	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2018 Week 41 ending October 13, 2018"	"2018/41"	10285	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2018 Week 42 ending October 20, 2018"	"2018/42"	10418	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2018 Week 43 ending October 27, 2018"	"2018/43"	10464	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2018 Week 44 ending November 03, 2018"	"2018/44"	10301	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2018 Week 45 ending November 10, 2018"	"2018/45"	10626	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2018 Week 46 ending November 17, 2018"	"2018/46"	10806	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2018 Week 47 ending November 24, 2018"	"2018/47"	11021	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2018 Week 48 ending December 01, 2018"	"2018/48"	10846	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2018 Week 49 ending December 08, 2018"	"2018/49"	11093	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2018 Week 50 ending December 15, 2018"	"2018/50"	11043	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2018 Week 51 ending December 22, 2018"	"2018/51"	11243	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2018 Week 52 ending December 29, 2018"	"2018/52"	11190	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2019 Week 01 ending January 05, 2019"	"2019/01"	12019	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2019 Week 02 ending January 12, 2019"	"2019/02"	12204	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2019 Week 03 ending January 19, 2019"	"2019/03"	11870	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2019 Week 04 ending January 26, 2019"	"2019/04"	11499	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2019 Week 05 ending February 02, 2019"	"2019/05"	11398	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2019 Week 06 ending February 09, 2019"	"2019/06"	11694	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2019 Week 07 ending February 16, 2019"	"2019/07"	11885	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2019 Week 08 ending February 23, 2019"	"2019/08"	12043	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2019 Week 09 ending March 02, 2019"	"2019/09"	12089	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2019 Week 10 ending March 09, 2019"	"2019/10"	12001	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2019 Week 11 ending March 16, 2019"	"2019/11"	11876	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2019 Week 12 ending March 23, 2019"	"2019/12"	11713	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2019 Week 13 ending March 30, 2019"	"2019/13"	11481	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2019 Week 14 ending April 06, 2019"	"2019/14"	11584	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2019 Week 15 ending April 13, 2019"	"2019/15"	11259	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2019 Week 16 ending April 20, 2019"	"2019/16"	11139	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2019 Week 17 ending April 27, 2019"	"2019/17"	10716	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2019 Week 18 ending May 04, 2019"	"2019/18"	10794	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2019 Week 19 ending May 11, 2019"	"2019/19"	10925	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2019 Week 20 ending May 18, 2019"	"2019/20"	10849	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2019 Week 21 ending May 25, 2019"	"2019/21"	10910	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2019 Week 22 ending June 01, 2019"	"2019/22"	10704	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2019 Week 23 ending June 08, 2019"	"2019/23"	10783	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2019 Week 24 ending June 15, 2019"	"2019/24"	10863	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2019 Week 25 ending June 22, 2019"	"2019/25"	10490	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2019 Week 26 ending June 29, 2019"	"2019/26"	10432	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2019 Week 27 ending July 06, 2019"	"2019/27"	10404	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2019 Week 28 ending July 13, 2019"	"2019/28"	10484	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2019 Week 29 ending July 20, 2019"	"2019/29"	10275	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2019 Week 30 ending July 27, 2019"	"2019/30"	10396	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2019 Week 31 ending August 03, 2019"	"2019/31"	10129	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2019 Week 32 ending August 10, 2019"	"2019/32"	10143	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2019 Week 33 ending August 17, 2019"	"2019/33"	10101	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2019 Week 34 ending August 24, 2019"	"2019/34"	10189	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2019 Week 35 ending August 31, 2019"	"2019/35"	10295	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2019 Week 36 ending September 07, 2019"	"2019/36"	10584	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2019 Week 37 ending September 14, 2019"	"2019/37"	10291	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2019 Week 38 ending September 21, 2019"	"2019/38"	10319	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2019 Week 39 ending September 28, 2019"	"2019/39"	10475	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2019 Week 40 ending October 05, 2019"	"2019/40"	10617	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2019 Week 41 ending October 12, 2019"	"2019/41"	10612	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2019 Week 42 ending October 19, 2019"	"2019/42"	10824	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2019 Week 43 ending October 26, 2019"	"2019/43"	10774	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2019 Week 44 ending November 02, 2019"	"2019/44"	10916	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2019 Week 45 ending November 09, 2019"	"2019/45"	11293	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2019 Week 46 ending November 16, 2019"	"2019/46"	10972	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2019 Week 47 ending November 23, 2019"	"2019/47"	10927	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2019 Week 48 ending November 30, 2019"	"2019/48"	10998	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2019 Week 49 ending December 07, 2019"	"2019/49"	11450	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2019 Week 50 ending December 14, 2019"	"2019/50"	11387	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2019 Week 51 ending December 21, 2019"	"2019/51"	11463	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2019 Week 52 ending December 28, 2019"	"2019/52"	11631	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2020 Week 01 ending January 04, 2020"	"2020/01"	12221	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2020 Week 02 ending January 11, 2020"	"2020/02"	12385	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2020 Week 03 ending January 18, 2020"	"2020/03"	12212	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2020 Week 04 ending January 25, 2020"	"2020/04"	12090	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2020 Week 05 ending February 01, 2020"	"2020/05"	11788	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2020 Week 06 ending February 08, 2020"	"2020/06"	12146	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2020 Week 07 ending February 15, 2020"	"2020/07"	11852	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2020 Week 08 ending February 22, 2020"	"2020/08"	12058	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2020 Week 09 ending February 29, 2020"	"2020/09"	11991	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2020 Week 10 ending March 07, 2020"	"2020/10"	12084	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2020 Week 11 ending March 14, 2020"	"2020/11"	11653	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2020 Week 12 ending March 21, 2020"	"2020/12"	12035	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2020 Week 13 ending March 28, 2020"	"2020/13"	12137	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2020 Week 14 ending April 04, 2020"	"2020/14"	12646	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2020 Week 15 ending April 11, 2020"	"2020/15"	12880	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2020 Week 16 ending April 18, 2020"	"2020/16"	12734	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2020 Week 17 ending April 25, 2020"	"2020/17"	12548	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2020 Week 18 ending May 02, 2020"	"2020/18"	12142	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2020 Week 19 ending May 09, 2020"	"2020/19"	12085	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2020 Week 20 ending May 16, 2020"	"2020/20"	11984	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2020 Week 21 ending May 23, 2020"	"2020/21"	11615	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2020 Week 22 ending May 30, 2020"	"2020/22"	11710	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2020 Week 23 ending June 06, 2020"	"2020/23"	11717	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2020 Week 24 ending June 13, 2020"	"2020/24"	11894	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2020 Week 25 ending June 20, 2020"	"2020/25"	11952	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2020 Week 26 ending June 27, 2020"	"2020/26"	12148	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2020 Week 27 ending July 04, 2020"	"2020/27"	12552	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2020 Week 28 ending July 11, 2020"	"2020/28"	12978	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2020 Week 29 ending July 18, 2020"	"2020/29"	13287	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2020 Week 30 ending July 25, 2020"	"2020/30"	13280	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2020 Week 31 ending August 01, 2020"	"2020/31"	13238	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2020 Week 32 ending August 08, 2020"	"2020/32"	13203	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2020 Week 33 ending August 15, 2020"	"2020/33"	12961	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2020 Week 34 ending August 22, 2020"	"2020/34"	13292	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2020 Week 35 ending August 29, 2020"	"2020/35"	12341	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2020 Week 36 ending September 05, 2020"	"2020/36"	12134	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2020 Week 37 ending September 12, 2020"	"2020/37"	12196	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2020 Week 38 ending September 19, 2020"	"2020/38"	12073	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2020 Week 39 ending September 26, 2020"	"2020/39"	11889	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2020 Week 40 ending October 03, 2020"	"2020/40"	11814	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2020 Week 41 ending October 10, 2020"	"2020/41"	11911	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2020 Week 42 ending October 17, 2020"	"2020/42"	11922	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2020 Week 43 ending October 24, 2020"	"2020/43"	11947	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2020 Week 44 ending October 31, 2020"	"2020/44"	12335	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2020 Week 45 ending November 07, 2020"	"2020/45"	13019	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2020 Week 46 ending November 14, 2020"	"2020/46"	13342	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2020 Week 47 ending November 21, 2020"	"2020/47"	14124	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2020 Week 48 ending November 28, 2020"	"2020/48"	14264	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2020 Week 49 ending December 05, 2020"	"2020/49"	15463	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2020 Week 50 ending December 12, 2020"	"2020/50"	16984	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2020 Week 51 ending December 19, 2020"	"2020/51"	18040	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2020 Week 52 ending December 26, 2020"	"2020/52"	19182	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2020 Week 53 ending January 02, 2021"	"2020/53"	19876	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2021 Week 01 ending January 09, 2021"	"2021/01"	20721	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2021 Week 02 ending January 16, 2021"	"2021/02"	20180	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2021 Week 03 ending January 23, 2021"	"2021/03"	18731	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2021 Week 04 ending January 30, 2021"	"2021/04"	17366	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2021 Week 05 ending February 06, 2021"	"2021/05"	16461	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2021 Week 06 ending February 13, 2021"	"2021/06"	15012	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2021 Week 07 ending February 20, 2021"	"2021/07"	13939	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2021 Week 08 ending February 27, 2021"	"2021/08"	13571	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2021 Week 09 ending March 06, 2021"	"2021/09"	13111	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2021 Week 10 ending March 13, 2021"	"2021/10"	12759	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2021 Week 11 ending March 20, 2021"	"2021/11"	12577	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2021 Week 12 ending March 27, 2021"	"2021/12"	12252	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2021 Week 13 ending April 03, 2021"	"2021/13"	12192	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2021 Week 14 ending April 10, 2021"	"2021/14"	11797	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2021 Week 15 ending April 17, 2021"	"2021/15"	11666	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2021 Week 16 ending April 24, 2021"	"2021/16"	11698	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2021 Week 17 ending May 01, 2021"	"2021/17"	11758	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2021 Week 18 ending May 08, 2021"	"2021/18"	11857	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2021 Week 19 ending May 15, 2021"	"2021/19"	11676	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2021 Week 20 ending May 22, 2021"	"2021/20"	11623	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2021 Week 21 ending May 29, 2021"	"2021/21"	11636	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2021 Week 22 ending June 05, 2021"	"2021/22"	11645	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2021 Week 23 ending June 12, 2021"	"2021/23"	11598	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2021 Week 24 ending June 19, 2021"	"2021/24"	11923	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2021 Week 25 ending June 26, 2021"	"2021/25"	11810	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2021 Week 26 ending July 03, 2021"	"2021/26"	12230	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2021 Week 27 ending July 10, 2021"	"2021/27"	11766	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2021 Week 28 ending July 17, 2021"	"2021/28"	11912	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2021 Week 29 ending July 24, 2021"	"2021/29"	11950	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2021 Week 30 ending July 31, 2021"	"2021/30"	12174	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2021 Week 31 ending August 07, 2021"	"2021/31"	12654	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2021 Week 32 ending August 14, 2021"	"2021/32"	13260	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2021 Week 33 ending August 21, 2021"	"2021/33"	13679	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2021 Week 34 ending August 28, 2021"	"2021/34"	14039	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2021 Week 35 ending September 04, 2021"	"2021/35"	14381	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2021 Week 36 ending September 11, 2021"	"2021/36"	14619	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2021 Week 37 ending September 18, 2021"	"2021/37"	14294	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2021 Week 38 ending September 25, 2021"	"2021/38"	14437	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2021 Week 39 ending October 02, 2021"	"2021/39"	14187	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2021 Week 40 ending October 09, 2021"	"2021/40"	14042	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2021 Week 41 ending October 16, 2021"	"2021/41"	13999	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2021 Week 42 ending October 23, 2021"	"2021/42"	14114	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2021 Week 43 ending October 30, 2021"	"2021/43"	13986	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2021 Week 44 ending November 06, 2021"	"2021/44"	14085	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2021 Week 45 ending November 13, 2021"	"2021/45"	13979	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2021 Week 46 ending November 20, 2021"	"2021/46"	14077	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2021 Week 47 ending November 27, 2021"	"2021/47"	13920	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2021 Week 48 ending December 04, 2021"	"2021/48"	14166	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2021 Week 49 ending December 11, 2021"	"2021/49"	14550	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2021 Week 50 ending December 18, 2021"	"2021/50"	14588	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2021 Week 51 ending December 25, 2021"	"2021/51"	14843	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2021 Week 52 ending January 01, 2022"	"2021/52"	15012	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2022 Week 01 ending January 08, 2022"	"2022/01"	16009	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2022 Week 02 ending January 15, 2022"	"2022/02"	16682	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2022 Week 03 ending January 22, 2022"	"2022/03"	16987	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2022 Week 04 ending January 29, 2022"	"2022/04"	17058	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2022 Week 05 ending February 05, 2022"	"2022/05"	16593	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2022 Week 06 ending February 12, 2022"	"2022/06"	15969	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2022 Week 07 ending February 19, 2022"	"2022/07"	14515	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2022 Week 08 ending February 26, 2022"	"2022/08"	13798	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2022 Week 09 ending March 05, 2022"	"2022/09"	13440	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2022 Week 10 ending March 12, 2022"	"2022/10"	12833	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2022 Week 11 ending March 19, 2022"	"2022/11"	12480	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2022 Week 12 ending March 26, 2022"	"2022/12"	12102	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2022 Week 13 ending April 02, 2022"	"2022/13"	11659	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2022 Week 14 ending April 09, 2022"	"2022/14"	11951	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2022 Week 15 ending April 16, 2022"	"2022/15"	11997	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2022 Week 16 ending April 23, 2022"	"2022/16"	11820	Not Applicable	Not Applicable
