"Notes"	"Residence Census Region"	"Residence Census Region Code"	"MMWR Week"	"MMWR Week Code"	Deaths	Population	Crude Rate
	"Census Region 2: Midwest"	"CENS-R2"	"2021 Week 39 ending October 02, 2021"	"2021/39"	15609	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2021 Week 40 ending October 09, 2021"	"2021/40"	15060	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2021 Week 41 ending October 16, 2021"	"2021/41"	14973	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2021 Week 42 ending October 23, 2021"	"2021/42"	15333	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2021 Week 43 ending October 30, 2021"	"2021/43"	15407	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2021 Week 44 ending November 06, 2021"	"2021/44"	15377	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2021 Week 45 ending November 13, 2021"	"2021/45"	15823	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2021 Week 46 ending November 20, 2021"	"2021/46"	15982	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2021 Week 47 ending November 27, 2021"	"2021/47"	16755	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2021 Week 48 ending December 04, 2021"	"2021/48"	17115	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2021 Week 49 ending December 11, 2021"	"2021/49"	18000	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2021 Week 50 ending December 18, 2021"	"2021/50"	17908	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2021 Week 51 ending December 25, 2021"	"2021/51"	17923	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2021 Week 52 ending January 01, 2022"	"2021/52"	18080	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2022 Week 01 ending January 08, 2022"	"2022/01"	19348	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2022 Week 02 ending January 15, 2022"	"2022/02"	19982	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2022 Week 03 ending January 22, 2022"	"2022/03"	19138	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2022 Week 04 ending January 29, 2022"	"2022/04"	18564	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2022 Week 05 ending February 05, 2022"	"2022/05"	17414	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2022 Week 06 ending February 12, 2022"	"2022/06"	16652	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2022 Week 07 ending February 19, 2022"	"2022/07"	15462	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2022 Week 08 ending February 26, 2022"	"2022/08"	14688	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2022 Week 09 ending March 05, 2022"	"2022/09"	14024	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2022 Week 10 ending March 12, 2022"	"2022/10"	13692	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2022 Week 11 ending March 19, 2022"	"2022/11"	13584	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2022 Week 12 ending March 26, 2022"	"2022/12"	12911	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2022 Week 13 ending April 02, 2022"	"2022/13"	12899	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2022 Week 14 ending April 09, 2022"	"2022/14"	12789	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2022 Week 15 ending April 16, 2022"	"2022/15"	12879	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2022 Week 16 ending April 23, 2022"	"2022/16"	12710	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2022 Week 17 ending April 30, 2022"	"2022/17"	12704	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2022 Week 18 ending May 07, 2022"	"2022/18"	12954	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2022 Week 19 ending May 14, 2022"	"2022/19"	12925	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2022 Week 20 ending May 21, 2022"	"2022/20"	12631	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2022 Week 21 ending May 28, 2022"	"2022/21"	12561	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2022 Week 22 ending June 04, 2022"	"2022/22"	12771	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2022 Week 23 ending June 11, 2022"	"2022/23"	12621	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2022 Week 24 ending June 18, 2022"	"2022/24"	12601	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2022 Week 25 ending June 25, 2022"	"2022/25"	12988	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2022 Week 26 ending July 02, 2022"	"2022/26"	12794	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2022 Week 27 ending July 09, 2022"	"2022/27"	12669	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2022 Week 28 ending July 16, 2022"	"2022/28"	12815	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2022 Week 29 ending July 23, 2022"	"2022/29"	12898	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2022 Week 30 ending July 30, 2022"	"2022/30"	12882	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2022 Week 31 ending August 06, 2022"	"2022/31"	13056	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2022 Week 32 ending August 13, 2022"	"2022/32"	12811	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2022 Week 33 ending August 20, 2022"	"2022/33"	12854	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2022 Week 34 ending August 27, 2022"	"2022/34"	12990	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2022 Week 35 ending September 03, 2022"	"2022/35"	12944	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2022 Week 36 ending September 10, 2022"	"2022/36"	12889	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2022 Week 37 ending September 17, 2022"	"2022/37"	12921	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2022 Week 38 ending September 24, 2022"	"2022/38"	13001	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2022 Week 39 ending October 01, 2022"	"2022/39"	13191	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2022 Week 40 ending October 08, 2022"	"2022/40"	13299	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2022 Week 41 ending October 15, 2022"	"2022/41"	13471	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2022 Week 42 ending October 22, 2022"	"2022/42"	13809	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2022 Week 43 ending October 29, 2022"	"2022/43"	13534	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2022 Week 44 ending November 05, 2022"	"2022/44"	13698	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2022 Week 45 ending November 12, 2022"	"2022/45"	13661	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2022 Week 46 ending November 19, 2022"	"2022/46"	14129	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2022 Week 47 ending November 26, 2022"	"2022/47"	14472	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2022 Week 48 ending December 03, 2022"	"2022/48"	14588	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2022 Week 49 ending December 10, 2022"	"2022/49"	15125	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2022 Week 50 ending December 17, 2022"	"2022/50"	15186	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2022 Week 51 ending December 24, 2022"	"2022/51"	15339	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2022 Week 52 ending December 31, 2022"	"2022/52"	15777	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2023 Week 01 ending January 07, 2023 (provisional)"	"2023/01"	15381	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2023 Week 02 ending January 14, 2023 (provisional)"	"2023/02"	14567	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2023 Week 03 ending January 21, 2023 (provisional)"	"2023/03"	13913	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2023 Week 04 ending January 28, 2023 (provisional)"	"2023/04"	13486	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2023 Week 05 ending February 04, 2023 (provisional)"	"2023/05"	13568	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2023 Week 06 ending February 11, 2023 (provisional)"	"2023/06"	13839	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2023 Week 07 ending February 18, 2023 (provisional)"	"2023/07"	13490	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2023 Week 08 ending February 25, 2023 (provisional)"	"2023/08"	13454	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2023 Week 09 ending March 04, 2023 (provisional)"	"2023/09"	13617	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2023 Week 10 ending March 11, 2023 (provisional)"	"2023/10"	13406	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2023 Week 11 ending March 18, 2023 (provisional)"	"2023/11"	13635	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2023 Week 12 ending March 25, 2023 (provisional)"	"2023/12"	13467	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2023 Week 13 ending April 01, 2023 (provisional)"	"2023/13"	13435	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2023 Week 14 ending April 08, 2023 (provisional)"	"2023/14"	13206	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2023 Week 15 ending April 15, 2023 (provisional)"	"2023/15"	13574	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2023 Week 16 ending April 22, 2023 (provisional)"	"2023/16"	12867	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2023 Week 17 ending April 29, 2023 (provisional)"	"2023/17"	12950	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2023 Week 18 ending May 06, 2023 (provisional)"	"2023/18"	12875	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2023 Week 19 ending May 13, 2023 (provisional)"	"2023/19"	12909	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2023 Week 20 ending May 20, 2023 (provisional)"	"2023/20"	12516	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2023 Week 21 ending May 27, 2023 (provisional)"	"2023/21"	12627	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2023 Week 22 ending June 03, 2023 (provisional)"	"2023/22"	12768	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2023 Week 23 ending June 10, 2023 (provisional)"	"2023/23"	12467	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2023 Week 24 ending June 17, 2023 (provisional)"	"2023/24"	12584	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2023 Week 25 ending June 24, 2023 (provisional)"	"2023/25"	12278	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2023 Week 26 ending July 01, 2023 (provisional)"	"2023/26"	12109	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2023 Week 27 ending July 08, 2023 (provisional)"	"2023/27"	12164	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2023 Week 28 ending July 15, 2023 (provisional)"	"2023/28"	12142	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2023 Week 29 ending July 22, 2023 (provisional)"	"2023/29"	11971	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2023 Week 30 ending July 29, 2023 (provisional)"	"2023/30"	12389	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2023 Week 31 ending August 05, 2023 (provisional)"	"2023/31"	12174	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2023 Week 32 ending August 12, 2023 (provisional)"	"2023/32"	12269	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2023 Week 33 ending August 19, 2023 (provisional)"	"2023/33"	12331	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2023 Week 34 ending August 26, 2023 (provisional)"	"2023/34"	12364	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2023 Week 35 ending September 02, 2023 (provisional)"	"2023/35"	12463	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2023 Week 36 ending September 09, 2023 (provisional)"	"2023/36"	12420	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2023 Week 37 ending September 16, 2023 (provisional)"	"2023/37"	12655	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2023 Week 38 ending September 23, 2023 (provisional)"	"2023/38"	12755	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2023 Week 39 ending September 30, 2023 (provisional)"	"2023/39"	12560	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2023 Week 40 ending October 07, 2023 (provisional)"	"2023/40"	12739	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2023 Week 41 ending October 14, 2023 (provisional)"	"2023/41"	12875	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2023 Week 42 ending October 21, 2023 (provisional)"	"2023/42"	13193	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2023 Week 43 ending October 28, 2023 (provisional)"	"2023/43"	13183	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2023 Week 44 ending November 04, 2023 (provisional)"	"2023/44"	13335	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2023 Week 45 ending November 11, 2023 (provisional)"	"2023/45"	13504	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2023 Week 46 ending November 18, 2023 (provisional)"	"2023/46"	13153	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2023 Week 47 ending November 25, 2023 (provisional)"	"2023/47"	13355	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2023 Week 48 ending December 02, 2023 (provisional)"	"2023/48"	13953	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2023 Week 49 ending December 09, 2023 (provisional)"	"2023/49"	14259	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2023 Week 50 ending December 16, 2023 (provisional)"	"2023/50"	13997	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2023 Week 51 ending December 23, 2023 (provisional)"	"2023/51"	14118	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2023 Week 52 ending December 30, 2023 (provisional)"	"2023/52"	14236	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2024 Week 01 ending January 06, 2024 (provisional)"	"2024/01"	14648	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2024 Week 02 ending January 13, 2024 (provisional)"	"2024/02"	14738	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2024 Week 03 ending January 20, 2024 (provisional)"	"2024/03"	14840	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2024 Week 04 ending January 27, 2024 (provisional)"	"2024/04"	14670	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2024 Week 05 ending February 03, 2024 (provisional)"	"2024/05"	13760	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2024 Week 06 ending February 10, 2024 (provisional)"	"2024/06"	13675	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2024 Week 07 ending February 17, 2024 (provisional)"	"2024/07"	13435	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2024 Week 08 ending February 24, 2024 (provisional)"	"2024/08"	13952	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2024 Week 09 ending March 02, 2024 (provisional)"	"2024/09"	13564	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2024 Week 10 ending March 09, 2024 (provisional)"	"2024/10"	13431	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2024 Week 11 ending March 16, 2024 (provisional)"	"2024/11"	13389	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2024 Week 12 ending March 23, 2024 (provisional)"	"2024/12"	12911	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2024 Week 13 ending March 30, 2024 (provisional)"	"2024/13"	13295	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2024 Week 14 ending April 06, 2024 (provisional)"	"2024/14"	12961	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2024 Week 15 ending April 13, 2024 (provisional)"	"2024/15"	13200	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2024 Week 16 ending April 20, 2024 (provisional)"	"2024/16"	12706	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2024 Week 17 ending April 27, 2024 (provisional)"	"2024/17"	12783	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2024 Week 18 ending May 04, 2024 (provisional)"	"2024/18"	12528	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2024 Week 19 ending May 11, 2024 (provisional)"	"2024/19"	12594	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2024 Week 20 ending May 18, 2024 (provisional)"	"2024/20"	12603	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2024 Week 21 ending May 25, 2024 (provisional)"	"2024/21"	12419	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2024 Week 22 ending June 01, 2024 (provisional)"	"2024/22"	12182	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2024 Week 23 ending June 08, 2024 (provisional)"	"2024/23"	12607	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2024 Week 24 ending June 15, 2024 (provisional)"	"2024/24"	12396	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2024 Week 25 ending June 22, 2024 (provisional)"	"2024/25"	12149	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2024 Week 26 ending June 29, 2024 (provisional)"	"2024/26"	12252	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2024 Week 27 ending July 06, 2024 (provisional)"	"2024/27"	12061	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2024 Week 28 ending July 13, 2024 (provisional)"	"2024/28"	12265	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2024 Week 29 ending July 20, 2024 (provisional)"	"2024/29"	12077	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2024 Week 30 ending July 27, 2024 (provisional)"	"2024/30"	12129	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2024 Week 31 ending August 03, 2024 (provisional)"	"2024/31"	12379	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2024 Week 32 ending August 10, 2024 (provisional)"	"2024/32"	12197	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2024 Week 33 ending August 17, 2024 (provisional)"	"2024/33"	12381	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2024 Week 34 ending August 24, 2024 (provisional)"	"2024/34"	12360	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2024 Week 35 ending August 31, 2024 (provisional)"	"2024/35"	12333	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2024 Week 36 ending September 07, 2024 (provisional)"	"2024/36"	12165	Not Applicable	Not Applicable
